Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,acceptability_threshold,dim_data,drifting_clients,filename,ideal_cluster_num,ideal_cluster_num_deviation,initial_points_per_generator,m,max_iter_global,max_iter_local,mean_max_val,mean_min_val,n_clients,n_generators_per_client,n_repeats,n_time_steps,n_unused_client_generators,next_timestep_new_points_per_generator,num_clusters_used,ratio_drifted_clients,ratio_new_data_distribution,ratio_unused_client_generators,run_mode,tol_global,tol_local,drift_detected_counter,false_positive_rate,initial_global_db_max,initial_global_db_mean,initial_global_db_median,initial_global_db_min,initial_global_db_std
2024-01-06 15:52:17,198ms,a357e20bbbdf42379afcb8e2dbcb28f3,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,,100,5,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.47447801886771845,0.46138399513833567,0.4601202347995099,0.4425561855291984,0.009434293297504634
2024-01-06 15:52:06,183ms,949974a096044e8ab88e07599ec7101c,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,,10,0.5,1000,2,10,50,5,-5,10,1,20,10,,100,15,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,23822.60305806635,17324.201990478072,17628.30902714621,10963.58762972835,3716.257018959742
2024-01-06 15:51:28,173ms,2b5288f5910947418f97842d978da05b,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,,10,0.0,1000,2,10,50,5,-5,10,1,20,10,,100,10,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.23292753863928098,0.22249915608707904,0.22186259391717283,0.21482290888978622,0.004728260305841752
2024-01-06 15:51:13,187ms,8c7685cee1744c5e9f96fceea02e0987,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,,100,5,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.4818117989248251,0.4529732663840611,0.4503721376033134,0.4269305720137613,0.012768732283762251
2024-01-06 15:51:08,184ms,5f0864bfc416477098f780312e892b4a,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,2,5,,10,0.5,1000,2,10,50,5,-5,10,1,20,10,,100,15,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.5388264644279693,0.44638896664872324,0.43748315371525603,0.3829435272413358,0.05094195678996556
2024-01-06 15:43:10,180ms,cb00e5144aac45e2971cff8946730bcc,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,2,5,,10,0.0,1000,2,10,50,5,-5,10,1,20,10,,100,10,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.7285777930523485,0.5574254832055675,0.5495135042493977,0.44970941638771594,0.07618230381145513
2024-01-06 15:40:30,183ms,90d50d913cc7406298b7ab2c37e46834,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,2,5,,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,,100,5,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.9631459382697839,0.5472006512796034,0.5243940267310765,0.4479411357812362,0.10442004455624523
2024-01-06 15:40:00,177ms,e7b865d855b744c58f015704e1cb024e,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.025,100,5,,10,0.5,1000,2,10,50,5,-5,10,1,20,10,,100,15,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,43093.34388967112,35158.330295304,35173.83911759754,27828.334852818378,4049.097738053816
2024-01-06 15:39:13,184ms,bf5344e4d46b4f71991b41a95b5aa610,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.025,100,5,,10,0.0,1000,2,10,50,5,-5,10,1,20,10,,100,10,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.20575508036565324,0.20223049675522295,0.20218704923413278,0.19847538502228979,0.0020530431492826384
2024-01-06 15:38:49,197ms,b65d72c2eb614633ad41acc3809d9465,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.025,100,5,,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,,100,5,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.47607773752721105,0.4603245080542801,0.45931272087047215,0.44755725131672885,0.0076939088253021575
