Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,acceptability_threshold,dim_data,drifting_clients,filename,ideal_cluster_num,ideal_cluster_num_deviation,initial_points_per_generator,m,max_iter_global,max_iter_local,mean_max_val,mean_min_val,n_clients,n_generators_per_client,n_repeats,n_time_steps,n_unused_client_generators,next_timestep_new_points_per_generator,num_clusters_used,ratio_drifted_clients,ratio_new_data_distribution,ratio_unused_client_generators,run_mode,tol_global,tol_local,drift_detected_counter,initial_global_db_max,initial_global_db_mean,initial_global_db_median,initial_global_db_min,initial_global_db_std,true_positive_rate
2024-01-11 07:51:54,296ms,66ef3f1c87284379994306331a631762,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,0.0,1000,2,10,50,5,-5,10,1,20,10,1,100,10,0.5,0.1,0.1,global_drift_unused_generators,0.01,0.001,0,0.20469277125672541,0.20076011555479947,0.20041085817837234,0.19871081428159926,0.0015320632536336017,0
2024-01-11 07:51:29,283ms,e46ed9efa7754eb6a8535bc980e318a9,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,9,100,5,0.5,1.0,0.9,global_drift_unused_generators,0.01,0.001,120,0.4815991322590102,0.4643439507934176,0.4640823905752154,0.4447635526001032,0.0076776305584332965,0.6
2024-01-11 07:51:18,271ms,1e1fd0ad711a4bbb924d24a28d2bd5f1,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,9,100,5,0.5,0.9,0.9,global_drift_unused_generators,0.01,0.001,131,0.48140614580626256,0.46247796469123215,0.4592159480894674,0.44477029090534115,0.009662819010687291,0.655
2024-01-11 07:51:05,283ms,4299ff2dd98d4595835bc6dc5dcaab99,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,9,100,5,0.5,0.5,0.9,global_drift_unused_generators,0.01,0.001,130,0.48930411586850886,0.46399503143482024,0.46361378035641176,0.4506701352603134,0.00871976366232759,0.65
2024-01-11 07:50:51,277ms,240e8f7c70bb4fc9bafb7a84ad095821,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,9,100,5,0.5,0.1,0.9,global_drift_unused_generators,0.01,0.001,0,0.47745354359728687,0.4616605654155047,0.45833623870853657,0.4515341114603929,0.008448285133327713,0
2024-01-11 07:50:39,273ms,d47a98af777346588c6f3a44624465bb,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,5,100,5,0.5,1.0,0.5,global_drift_unused_generators,0.01,0.001,91,0.48564782079767566,0.4670364269661594,0.46695012238928696,0.4495368263440218,0.009875652583533292,0.455
2024-01-11 07:50:28,277ms,8ee2eb164986480bb5a28c20578085f7,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,5,100,5,0.5,0.9,0.5,global_drift_unused_generators,0.01,0.001,77,0.4824068516313602,0.4634903497336433,0.46253550127957277,0.44927322844412354,0.008827092616363634,0.385
2024-01-11 07:50:16,273ms,85bd7382e5df4cd0b86b53e554aba70d,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,5,100,5,0.5,0.5,0.5,global_drift_unused_generators,0.01,0.001,38,0.4759714439994244,0.46399216213533856,0.4648204182721277,0.44930021712010426,0.00725902020944605,0.19
2024-01-11 07:50:03,270ms,eac140b855774f05ba4ab5e7e6b3dbf3,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,5,100,5,0.5,0.1,0.5,global_drift_unused_generators,0.01,0.001,0,0.48056270350211994,0.46069011613869726,0.459993761791699,0.4430005548803676,0.00905916925472281,0
2024-01-11 07:49:50,269ms,a0f3ceaa30324b8084a765e5f528e4cb,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,1,100,5,0.5,1.0,0.1,global_drift_unused_generators,0.01,0.001,19,0.47920967993091673,0.4655106952488743,0.46551045796739277,0.4515327058653319,0.006373157342769813,0.095
2024-01-11 07:49:40,271ms,0df8f764e02c4bd988afff01f101d318,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,1,100,5,0.5,0.9,0.1,global_drift_unused_generators,0.01,0.001,14,0.48096595511795803,0.4649311618646446,0.4631227896001222,0.45230529525591134,0.008365253265137868,0.07
2024-01-11 07:49:27,271ms,a394718e22f54b46a409ea0e92553c1d,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,1,100,5,0.5,0.5,0.1,global_drift_unused_generators,0.01,0.001,0,0.4887624779154155,0.4661939196150876,0.46594717985980355,0.4437363025290593,0.011450441056000214,0
